Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
373,5,61.34,1,4,2,142,7,LOYAL
343,2,61.3,1,1,2,112,4,LOST
342,2,61.3,1,1,2,112,4,LOST
125,3,61.3,3,2,2,322,7,REGULARS
3,4,61.25,4,3,2,432,9,REGULARS
256,3,61.2,2,2,2,222,6,REGULARS
260,3,61.14,2,2,2,222,6,REGULARS
431,2,61.1,1,1,2,112,4,LOST
48,3,61.1,4,2,2,422,8,REGULARS
133,4,61.05,3,3,2,332,8,REGULARS
475,4,60.94,1,3,2,132,6,LOST
205,3,60.9,2,2,2,222,6,REGULARS
90,3,60.9,3,2,2,322,7,REGULARS
420,3,60.9,1,2,2,122,5,LOST
233,4,60.9,2,3,2,232,7,REGULARS
188,2,60.9,2,1,2,212,5,REGULARS
130,2,60.86,3,1,2,312,6,REGULARS
97,3,60.85,3,2,2,322,7,REGULARS
153,3,60.8,2,2,2,222,6,REGULARS
28,5,60.8,4,4,2,442,10,LOYAL
156,3,60.8,2,2,2,222,6,REGULARS
164,2,60.8,2,1,2,212,5,REGULARS
306,3,60.7,1,2,2,122,5,LOST
190,5,60.7,2,4,2,242,8,LOYAL
53,5,60.7,4,4,2,442,10,LOYAL
159,3,60.7,2,2,2,222,6,REGULARS
338,3,60.7,1,2,2,122,5,LOST
323,4,60.65,1,3,2,132,6,LOST
1,4,60.65,4,3,2,432,9,REGULARS
406,4,60.62,1,3,2,132,6,LOST
358,3,60.6,1,2,2,122,5,LOST
32,5,60.55,4,4,2,442,10,LOYAL
148,3,60.54,2,2,2,222,6,REGULARS
419,4,60.4,1,3,2,132,6,LOST
242,3,60.4,2,2,2,222,6,REGULARS
84,5,60.4,3,4,2,342,9,LOYAL
253,2,60.4,2,1,2,212,5,REGULARS
294,3,60.36,1,2,2,122,5,LOST
330,5,60.36,1,4,2,142,7,LOYAL
80,5,60.3,3,4,2,342,9,LOYAL
423,4,60.22,1,3,2,132,6,LOST
53,3,60.14,4,2,2,422,8,REGULARS
257,4,60.05,2,3,2,232,7,REGULARS
130,5,60.0,3,4,2,342,9,LOYAL
59,4,60.0,3,3,2,332,8,REGULARS
97,4,60.0,3,3,2,332,8,REGULARS
243,3,60.0,2,2,2,222,6,REGULARS
155,3,59.94,2,2,2,222,6,REGULARS
88,4,59.9,3,3,2,332,8,REGULARS
80,2,59.9,3,1,2,312,6,REGULARS
322,5,59.9,1,4,2,142,7,LOYAL
234,4,59.9,2,3,2,232,7,REGULARS
303,2,59.8,1,1,2,112,4,LOST
180,5,59.8,2,4,2,242,8,LOYAL
412,3,59.75,1,2,2,122,5,LOST
236,3,59.7,2,2,2,222,6,REGULARS
137,2,59.7,3,1,2,312,6,REGULARS
218,3,59.6,2,2,2,222,6,REGULARS
36,4,59.6,4,3,2,432,9,REGULARS
448,3,59.52,1,2,2,122,5,LOST
269,3,59.5,2,2,2,222,6,REGULARS
283,1,59.5,1,1,2,112,4,LOST
571,2,59.45,1,1,2,112,4,LOST
307,4,59.42,1,3,2,132,6,LOST
454,3,59.4,1,2,2,122,5,LOST
134,1,59.4,3,1,2,312,6,REGULARS
3,3,59.3,4,2,2,422,8,REGULARS
53,3,59.3,4,2,2,422,8,REGULARS
29,3,59.22,4,2,2,422,8,REGULARS
101,4,59.21,3,3,2,332,8,REGULARS
380,4,59.2,1,3,2,132,6,LOST
352,3,59.2,1,2,2,122,5,LOST
590,3,59.2,1,2,2,122,5,LOST
49,1,59.1,4,1,2,412,7,REGULARS
460,3,59.1,1,2,2,122,5,LOST
16,3,59.1,4,2,2,422,8,REGULARS
346,2,59.1,1,1,2,112,4,LOST
158,3,59.1,2,2,2,222,6,REGULARS
25,4,59.1,4,3,2,432,9,REGULARS
75,2,59.04,3,1,2,312,6,REGULARS
134,4,59.0,3,3,2,332,8,REGULARS
217,2,59.0,2,1,2,212,5,REGULARS
318,2,58.95,1,1,2,112,4,LOST
354,2,58.9,1,1,2,112,4,LOST
275,2,58.9,2,1,2,212,5,REGULARS
280,4,58.9,2,3,2,232,7,REGULARS
173,4,58.76,2,3,2,232,7,REGULARS
30,3,58.75,4,2,2,422,8,REGULARS
94,4,58.72,3,3,2,332,8,REGULARS
536,2,58.7,1,1,2,112,4,LOST
353,3,58.7,1,2,2,122,5,LOST
45,5,58.6,4,4,2,442,10,LOYAL
310,2,58.5,1,1,2,112,4,LOST
108,4,58.5,3,3,2,332,8,REGULARS
14,3,58.44,4,2,2,422,8,REGULARS
138,3,58.42,3,2,2,322,7,REGULARS
205,2,58.4,2,1,2,212,5,REGULARS
68,3,58.4,3,2,2,322,7,REGULARS
525,2,58.4,1,1,2,112,4,LOST
98,3,58.36,3,2,2,322,7,REGULARS
91,2,58.3,3,1,2,312,6,REGULARS
334,4,58.3,1,3,2,132,6,LOST
127,4,58.3,3,3,2,332,8,REGULARS
54,4,58.26,4,3,2,432,9,REGULARS
328,4,58.2,1,3,2,132,6,LOST
51,3,58.2,4,2,2,422,8,REGULARS
142,1,58.2,2,1,2,212,5,REGULARS
40,3,58.19,4,2,2,422,8,REGULARS
176,6,58.04,2,4,2,242,8,LOYAL
26,4,58.0,4,3,2,432,9,REGULARS
104,2,58.0,3,1,2,312,6,REGULARS
295,3,57.95,1,2,2,122,5,LOST
88,4,57.93,3,3,2,332,8,REGULARS
287,2,57.9,1,1,2,112,4,LOST
176,3,57.85,2,2,2,222,6,REGULARS
437,4,57.8,1,3,2,132,6,LOST
61,3,57.76,3,2,2,322,7,REGULARS
12,4,57.7,4,3,2,432,9,REGULARS
97,2,57.6,3,1,2,312,6,REGULARS
118,3,57.6,3,2,2,322,7,REGULARS
199,5,57.6,2,4,2,242,8,LOYAL
169,4,57.6,2,3,2,232,7,REGULARS
233,1,57.6,2,1,2,212,5,REGULARS
80,4,57.6,3,3,2,332,8,REGULARS
75,4,57.5,3,3,2,332,8,REGULARS
58,4,57.5,3,3,2,332,8,REGULARS
256,3,57.5,2,2,2,222,6,REGULARS
493,2,57.5,1,1,2,112,4,LOST
20,4,57.5,4,3,2,432,9,REGULARS
3,3,57.45,4,2,2,422,8,REGULARS
366,4,57.4,1,3,2,132,6,LOST
59,3,57.4,3,2,2,322,7,REGULARS
273,3,57.4,2,2,2,222,6,REGULARS
379,3,57.39,1,2,2,122,5,LOST
139,3,57.3,3,2,2,322,7,REGULARS
31,3,57.3,4,2,2,422,8,REGULARS
320,2,57.25,1,1,2,112,4,LOST
155,5,57.22,2,4,2,242,8,LOYAL
190,4,57.2,2,3,2,232,7,REGULARS
157,3,57.2,2,2,2,222,6,REGULARS
296,1,57.2,1,1,2,112,4,LOST
223,2,57.2,2,1,2,212,5,REGULARS
511,2,57.15,1,1,2,112,4,LOST
347,4,57.1,1,3,2,132,6,LOST
292,1,57.0,1,1,2,112,4,LOST
92,4,56.96,3,3,2,332,8,REGULARS
113,2,56.9,3,1,2,312,6,REGULARS
3,4,56.9,4,3,2,432,9,REGULARS
268,2,56.8,2,1,2,212,5,REGULARS
151,2,56.8,2,1,2,212,5,REGULARS
110,2,56.8,3,1,2,312,6,REGULARS
151,4,56.7,2,3,2,232,7,REGULARS
87,3,56.65,3,2,2,322,7,REGULARS
24,4,56.65,4,3,2,432,9,REGULARS
122,3,56.6,3,2,2,322,7,REGULARS
230,4,56.55,2,3,2,232,7,REGULARS
415,3,56.5,1,2,2,122,5,LOST
102,5,56.45,3,4,2,342,9,LOYAL
196,3,56.43,2,2,2,222,6,REGULARS
46,3,56.4,4,2,2,422,8,REGULARS
36,5,56.4,4,4,2,442,10,LOYAL
259,5,56.34,2,4,2,242,8,LOYAL
478,4,56.32,1,3,2,132,6,LOST
156,4,56.3,2,3,2,232,7,REGULARS
233,2,56.2,2,1,2,212,5,REGULARS
393,4,56.16,1,3,2,132,6,LOST
227,3,56.1,2,2,2,222,6,REGULARS
220,2,56.1,2,1,2,212,5,REGULARS
63,4,56.1,3,3,2,332,8,REGULARS
197,2,56.1,2,1,2,212,5,REGULARS
213,2,55.9,2,1,2,212,5,REGULARS
306,2,55.8,1,1,2,112,4,LOST
149,3,55.8,2,2,2,222,6,REGULARS
222,5,55.8,2,4,2,242,8,LOYAL
9,2,55.78,4,1,2,412,7,REGULARS
129,2,55.7,3,1,2,312,6,REGULARS
65,2,55.7,3,1,2,312,6,REGULARS
399,3,55.69,1,2,2,122,5,LOST
111,4,55.6,3,3,2,332,8,REGULARS
339,2,55.6,1,1,2,112,4,LOST
21,2,55.5,4,1,2,412,7,REGULARS
226,3,55.45,2,2,2,222,6,REGULARS
351,1,55.4,1,1,2,112,4,LOST
11,4,55.34,4,3,2,432,9,REGULARS
16,4,55.3,4,3,2,432,9,REGULARS
51,3,55.3,4,2,2,422,8,REGULARS
98,3,55.3,3,2,2,322,7,REGULARS
509,3,55.3,1,2,2,122,5,LOST
10,4,55.2,4,3,2,432,9,REGULARS
423,2,55.1,1,1,2,112,4,LOST
130,3,55.1,3,2,2,322,7,REGULARS
215,2,55.1,2,1,2,212,5,REGULARS
161,3,55.04,2,2,2,222,6,REGULARS
285,4,55.0,1,3,2,132,6,LOST
180,4,54.9,2,3,2,232,7,REGULARS
15,6,54.9,4,4,2,442,10,LOYAL
340,5,54.85,1,4,2,142,7,LOYAL
152,3,54.8,2,2,2,222,6,REGULARS
386,2,54.8,1,1,2,112,4,LOST
60,2,54.7,3,1,2,312,6,REGULARS
319,2,54.7,1,1,2,112,4,LOST
160,4,54.7,2,3,2,232,7,REGULARS
209,4,54.6,2,3,2,232,7,REGULARS
337,2,54.56,1,1,2,112,4,LOST
249,5,54.5,2,4,2,242,8,LOYAL
150,4,54.5,2,3,2,232,7,REGULARS
155,2,54.45,2,1,2,212,5,REGULARS
88,4,54.45,3,3,2,332,8,REGULARS
26,4,54.4,4,3,2,432,9,REGULARS
144,3,54.4,2,2,2,222,6,REGULARS
445,1,54.4,1,1,2,112,4,LOST
131,3,54.3,3,2,2,322,7,REGULARS
298,2,54.3,1,1,2,112,4,LOST
193,4,54.23,2,3,2,232,7,REGULARS
308,3,54.2,1,2,2,122,5,LOST
232,4,54.2,2,3,2,232,7,REGULARS
372,2,54.2,1,1,2,112,4,LOST
181,1,54.15,2,1,2,212,5,REGULARS
346,2,54.1,1,1,2,112,4,LOST
194,3,54.1,2,2,2,222,6,REGULARS
16,3,54.1,4,2,2,422,8,REGULARS
57,3,54.0,4,2,2,422,8,REGULARS
157,2,54.0,2,1,2,212,5,REGULARS
94,3,53.95,3,2,2,322,7,REGULARS
97,3,53.95,3,2,2,322,7,REGULARS
232,4,53.9,2,3,2,232,7,REGULARS
451,5,53.86,1,4,2,142,7,LOYAL
35,5,53.8,4,4,2,442,10,LOYAL
49,1,53.8,4,1,2,412,7,REGULARS
181,2,53.8,2,1,2,212,5,REGULARS
555,1,53.76,1,1,2,112,4,LOST
267,3,53.72,2,2,2,222,6,REGULARS
64,1,53.7,3,1,2,312,6,REGULARS
253,2,53.6,2,1,2,212,5,REGULARS
382,4,53.6,1,3,2,132,6,LOST
48,4,53.6,4,3,2,432,9,REGULARS
104,4,53.55,3,3,2,332,8,REGULARS
16,4,53.55,4,3,2,432,9,REGULARS
320,4,53.54,1,3,2,132,6,LOST
56,2,53.49,4,1,2,412,7,REGULARS
237,2,53.4,2,1,2,212,5,REGULARS
53,3,53.4,4,2,2,422,8,REGULARS
93,3,53.4,3,2,2,322,7,REGULARS
137,3,53.39,3,2,2,322,7,REGULARS
43,2,53.38,4,1,2,412,7,REGULARS
25,7,53.35,4,4,2,442,10,LOYAL
437,2,53.32,1,1,2,112,4,LOST
232,3,53.3,2,2,2,222,6,REGULARS
119,3,53.3,3,2,2,322,7,REGULARS
40,4,53.3,4,3,2,432,9,REGULARS
427,2,53.3,1,1,2,112,4,LOST
430,3,53.23,1,2,2,122,5,LOST
22,4,53.2,4,3,2,432,9,REGULARS
369,3,53.2,1,2,2,122,5,LOST
290,3,53.2,1,2,2,122,5,LOST
394,4,53.17,1,3,2,132,6,LOST
65,2,53.1,3,1,2,312,6,REGULARS
141,2,53.1,3,1,2,312,6,REGULARS
239,3,53.09,2,2,2,222,6,REGULARS
88,4,53.05,3,3,2,332,8,REGULARS
131,3,53.0,3,2,2,322,7,REGULARS
285,4,52.8,1,3,2,132,6,LOST
133,1,52.74,3,1,2,312,6,REGULARS
252,3,52.72,2,2,2,222,6,REGULARS
106,4,52.6,3,3,2,332,8,REGULARS
129,5,52.5,3,4,2,342,9,LOYAL
79,2,52.5,3,1,2,312,6,REGULARS
62,4,52.5,3,3,2,332,8,REGULARS
123,2,52.5,3,1,2,312,6,REGULARS
373,2,52.35,1,1,2,112,4,LOST
415,1,52.34,1,1,2,112,4,LOST
138,1,52.3,3,1,2,312,6,REGULARS
370,2,52.3,1,1,2,112,4,LOST
194,4,52.3,2,3,2,232,7,REGULARS
368,2,52.3,1,1,2,112,4,LOST
222,4,52.22,2,3,2,232,7,REGULARS
351,4,52.2,1,3,2,132,6,LOST
358,4,52.2,1,3,2,132,6,LOST
234,3,52.12,2,2,2,222,6,REGULARS
363,2,52.1,1,1,2,112,4,LOST
376,2,52.04,1,1,2,112,4,LOST
367,3,52.0,1,2,2,122,5,LOST
193,2,51.94,2,1,2,212,5,REGULARS
87,2,51.94,3,1,2,312,6,REGULARS
171,2,51.9,2,1,2,212,5,REGULARS
193,2,51.9,2,1,2,212,5,REGULARS
63,4,51.9,3,3,2,332,8,REGULARS
248,2,51.86,2,1,2,212,5,REGULARS
37,2,51.85,4,1,2,412,7,REGULARS
158,3,51.85,2,2,2,222,6,REGULARS
346,3,51.85,1,2,2,122,5,LOST
248,4,51.83,2,3,2,232,7,REGULARS
300,2,51.8,1,1,2,112,4,LOST
361,3,51.8,1,2,2,122,5,LOST
234,4,51.75,2,3,2,232,7,REGULARS
242,5,51.7,2,4,2,242,8,LOYAL
366,2,51.6,1,1,2,112,4,LOST
313,2,51.6,1,1,2,112,4,LOST
143,3,51.6,2,2,2,222,6,REGULARS
131,5,51.56,3,4,2,342,9,LOYAL
134,3,51.55,3,2,2,322,7,REGULARS
311,2,51.5,1,1,2,112,4,LOST
13,4,51.5,4,3,2,432,9,REGULARS
36,2,51.4,4,1,2,412,7,REGULARS
95,2,51.3,3,1,2,312,6,REGULARS
239,2,51.27,2,1,2,212,5,REGULARS
164,2,51.2,2,1,2,212,5,REGULARS
68,3,51.2,3,2,2,322,7,REGULARS
331,4,51.1,1,3,2,132,6,LOST
291,4,51.1,1,3,2,132,6,LOST
76,5,51.05,3,4,2,342,9,LOYAL
27,4,51.0,4,3,2,432,9,REGULARS
105,2,51.0,3,1,2,312,6,REGULARS
150,3,51.0,2,2,2,222,6,REGULARS
228,4,51.0,2,3,2,232,7,REGULARS
190,2,51.0,2,1,2,212,5,REGULARS
394,1,50.9,1,1,2,112,4,LOST
109,6,50.9,3,4,2,342,9,LOYAL
508,2,50.9,1,1,2,112,4,LOST
99,4,50.9,3,3,2,332,8,REGULARS
79,4,50.85,3,3,2,332,8,REGULARS
15,2,50.8,4,1,2,412,7,REGULARS
66,4,50.8,3,3,2,332,8,REGULARS
179,6,50.8,2,4,2,242,8,LOYAL
41,3,50.8,4,2,2,422,8,REGULARS
341,3,50.8,1,2,2,122,5,LOST
357,3,50.75,1,2,2,122,5,LOST
68,2,50.7,3,1,2,312,6,REGULARS
242,4,50.7,2,3,2,232,7,REGULARS
109,2,50.7,3,1,2,312,6,REGULARS
464,1,50.6,1,1,2,112,4,LOST
318,3,50.6,1,2,2,122,5,LOST
2,3,50.6,4,2,2,422,8,REGULARS
10,4,50.5,4,3,2,432,9,REGULARS
67,2,50.49,3,1,2,312,6,REGULARS
145,2,50.44,2,1,2,212,5,REGULARS
32,2,50.4,4,1,2,412,7,REGULARS
162,2,50.4,2,1,2,212,5,REGULARS
319,3,50.36,1,2,2,122,5,LOST
139,4,50.34,3,3,2,332,8,REGULARS
387,2,50.3,1,1,2,112,4,LOST
346,4,50.2,1,3,2,132,6,LOST
678,3,50.2,1,2,2,122,5,LOST
83,3,50.15,3,2,2,322,7,REGULARS
145,4,50.12,2,3,2,232,7,REGULARS
13,5,50.1,4,4,2,442,10,LOYAL
98,5,50.1,3,4,2,342,9,LOYAL
92,4,50.1,3,3,2,332,8,REGULARS
63,2,50.0,3,1,2,312,6,REGULARS
215,3,50.0,2,2,2,222,6,REGULARS
111,3,50.0,3,2,2,322,7,REGULARS
39,4,50.0,4,3,2,432,9,REGULARS
42,3,50.0,4,2,2,422,8,REGULARS
31,2,49.94,4,1,2,412,7,REGULARS
119,4,49.92,3,3,2,332,8,REGULARS
18,5,49.9,4,4,2,442,10,LOYAL
68,3,49.9,3,2,2,322,7,REGULARS
81,3,49.85,3,2,2,322,7,REGULARS
76,5,49.83,3,4,2,342,9,LOYAL
77,1,49.8,3,1,2,312,6,REGULARS
50,3,49.8,4,2,2,422,8,REGULARS
196,3,49.7,2,2,2,222,6,REGULARS
152,3,49.7,2,2,2,222,6,REGULARS
489,4,49.6,1,3,2,132,6,LOST
279,3,49.6,2,2,2,222,6,REGULARS
80,3,49.5,3,2,2,322,7,REGULARS
218,2,49.5,2,1,2,212,5,REGULARS
397,3,49.5,1,2,2,122,5,LOST
65,2,49.5,3,1,2,312,6,REGULARS
77,5,49.5,3,4,2,342,9,LOYAL
87,3,49.5,3,2,2,322,7,REGULARS
443,2,49.46,1,1,2,112,4,LOST
616,2,49.4,1,1,2,112,4,LOST
198,4,49.4,2,3,2,232,7,REGULARS
309,4,49.4,1,3,2,132,6,LOST
2,5,49.4,4,4,2,442,10,LOYAL
80,3,49.4,3,2,2,322,7,REGULARS
269,5,49.35,2,4,2,242,8,LOYAL
158,3,49.3,2,2,2,222,6,REGULARS
223,4,49.3,2,3,2,232,7,REGULARS
60,2,49.3,3,1,2,312,6,REGULARS
509,3,49.3,1,2,2,122,5,LOST
287,5,49.3,1,4,2,142,7,LOYAL
60,2,49.22,3,1,2,312,6,REGULARS
29,5,49.2,4,4,2,442,10,LOYAL
409,3,49.2,1,2,2,122,5,LOST
171,3,49.15,2,2,2,222,6,REGULARS
320,2,49.15,1,1,2,112,4,LOST
199,4,49.1,2,3,2,232,7,REGULARS
74,4,49.1,3,3,2,332,8,REGULARS
259,1,49.0,2,1,2,212,5,REGULARS
612,1,49.0,1,1,2,112,4,LOST
313,3,48.9,1,2,2,122,5,LOST
661,2,48.9,1,1,2,112,4,LOST
246,5,48.9,2,4,2,242,8,LOYAL
323,2,48.89,1,1,2,112,4,LOST
132,3,48.8,3,2,2,322,7,REGULARS
86,4,48.75,3,3,2,332,8,REGULARS
337,3,48.74,1,2,2,122,5,LOST
452,2,48.74,1,1,2,112,4,LOST
192,3,48.7,2,2,2,222,6,REGULARS
227,3,48.64,2,2,2,222,6,REGULARS
111,4,48.6,3,3,2,332,8,REGULARS
138,2,48.6,3,1,2,312,6,REGULARS
255,5,48.6,2,4,2,242,8,LOYAL
51,5,48.5,4,4,2,442,10,LOYAL
85,4,48.5,3,3,2,332,8,REGULARS
77,3,48.5,3,2,2,322,7,REGULARS
2,5,48.4,4,4,2,442,10,LOYAL
618,3,48.4,1,2,2,122,5,LOST
391,3,48.4,1,2,2,122,5,LOST
52,2,48.39,4,1,2,412,7,REGULARS
105,3,48.3,3,2,2,322,7,REGULARS
130,3,48.3,3,2,2,322,7,REGULARS
53,4,48.3,4,3,2,432,9,REGULARS
152,2,48.3,2,1,2,212,5,REGULARS
225,4,48.2,2,3,2,232,7,REGULARS
296,2,48.2,1,1,2,112,4,LOST
113,3,48.2,3,2,2,322,7,REGULARS
99,3,48.11,3,2,2,322,7,REGULARS
22,2,48.1,4,1,2,412,7,REGULARS
34,4,48.1,4,3,2,432,9,REGULARS
275,4,48.1,2,3,2,232,7,REGULARS
438,3,48.1,1,2,2,122,5,LOST
449,2,48.1,1,1,2,112,4,LOST
113,4,48.02,3,3,2,332,8,REGULARS
49,4,48.0,4,3,2,432,9,REGULARS
210,3,47.9,2,2,2,222,6,REGULARS
705,1,47.9,1,1,2,112,4,LOST
2,4,47.9,4,3,2,432,9,REGULARS
413,3,47.9,1,2,2,122,5,LOST
467,2,47.7,1,1,2,112,4,LOST
128,3,47.7,3,2,2,322,7,REGULARS
222,3,47.7,2,2,2,222,6,REGULARS
346,3,47.7,1,2,2,122,5,LOST
137,2,47.6,3,1,2,312,6,REGULARS
578,2,47.46,1,1,2,112,4,LOST
339,4,47.4,1,3,2,132,6,LOST
127,2,47.4,3,1,2,312,6,REGULARS
645,1,47.4,1,1,2,112,4,LOST
99,2,47.4,3,1,2,312,6,REGULARS
296,3,47.3,1,2,2,122,5,LOST
71,1,47.3,3,1,2,312,6,REGULARS
56,4,47.3,4,3,2,432,9,REGULARS
531,3,47.3,1,2,2,122,5,LOST
35,4,47.3,4,3,2,432,9,REGULARS
201,5,47.3,2,4,2,242,8,LOYAL
177,4,47.25,2,3,2,232,7,REGULARS
177,5,47.1,2,4,2,242,8,LOYAL
140,4,47.1,3,3,2,332,8,REGULARS
22,5,47.1,4,4,2,442,10,LOYAL
245,2,47.1,2,1,2,212,5,REGULARS
223,2,47.05,2,1,2,212,5,REGULARS
348,2,47.0,1,1,2,112,4,LOST
367,3,46.95,1,2,2,122,5,LOST
128,3,46.9,3,2,2,322,7,REGULARS
206,4,46.9,2,3,2,232,7,REGULARS
322,2,46.9,1,1,2,112,4,LOST
13,4,46.9,4,3,2,432,9,REGULARS
94,4,46.82,3,3,2,332,8,REGULARS
159,2,46.8,2,1,2,212,5,REGULARS
336,2,46.8,1,1,2,112,4,LOST
90,3,46.7,3,2,2,322,7,REGULARS
101,5,46.7,3,4,2,342,9,LOYAL
4,3,46.7,4,2,2,422,8,REGULARS
175,3,46.7,2,2,2,222,6,REGULARS
526,2,46.6,1,1,2,112,4,LOST
270,1,46.6,2,1,2,212,5,REGULARS
137,3,46.5,3,2,2,322,7,REGULARS
132,4,46.45,3,3,2,332,8,REGULARS
226,3,46.45,2,2,2,222,6,REGULARS
330,4,46.42,1,3,2,132,6,LOST
181,4,46.4,2,3,2,232,7,REGULARS
580,1,46.4,1,1,2,112,4,LOST
589,3,46.4,1,2,2,122,5,LOST
189,5,46.37,2,4,2,242,8,LOYAL
116,4,46.25,3,3,2,332,8,REGULARS
38,3,46.2,4,2,2,422,8,REGULARS
187,3,46.15,2,2,2,222,6,REGULARS
566,2,46.06,1,1,2,112,4,LOST
601,3,46.04,1,2,2,122,5,LOST
163,2,46.0,2,1,2,212,5,REGULARS
211,1,46.0,2,1,2,212,5,REGULARS
490,2,46.0,1,1,2,112,4,LOST
254,4,45.92,2,3,2,232,7,REGULARS
37,4,45.9,4,3,2,432,9,REGULARS
256,2,45.9,2,1,2,212,5,REGULARS
39,3,45.84,4,2,2,422,8,REGULARS
38,3,45.8,4,2,2,422,8,REGULARS
451,2,45.8,1,1,2,112,4,LOST
310,3,45.8,1,2,2,122,5,LOST
182,2,45.76,2,1,2,212,5,REGULARS
241,3,45.7,2,2,2,222,6,REGULARS
22,2,45.7,4,1,2,412,7,REGULARS
191,5,45.7,2,4,2,242,8,LOYAL
42,3,45.7,4,2,2,422,8,REGULARS
43,2,45.7,4,1,2,412,7,REGULARS
360,2,45.7,1,1,2,112,4,LOST
214,2,45.66,2,1,2,212,5,REGULARS
366,3,45.6,1,2,2,122,5,LOST
30,3,45.55,4,2,2,422,8,REGULARS
41,5,45.52,4,4,2,442,10,LOYAL
477,5,45.52,1,4,2,142,7,LOYAL
212,5,45.52,2,4,2,242,8,LOYAL
431,6,45.5,1,4,2,142,7,LOYAL
87,2,45.5,3,1,2,312,6,REGULARS
390,2,45.5,1,1,2,112,4,LOST
96,3,45.45,3,2,2,322,7,REGULARS
333,3,45.44,1,2,2,122,5,LOST
68,3,45.4,3,2,2,322,7,REGULARS
178,3,45.4,2,2,2,222,6,REGULARS
393,3,45.4,1,2,2,122,5,LOST
11,4,45.34,4,3,2,432,9,REGULARS
102,3,45.3,3,2,2,322,7,REGULARS
88,6,45.3,3,4,2,342,9,LOYAL
594,3,45.3,1,2,2,122,5,LOST
405,3,45.3,1,2,2,122,5,LOST
273,5,45.2,2,4,2,242,8,LOYAL
77,2,45.2,3,1,2,312,6,REGULARS
23,2,45.2,4,1,2,412,7,REGULARS
305,2,45.2,1,1,2,112,4,LOST
365,4,45.15,1,3,2,132,6,LOST
455,3,45.1,1,2,2,122,5,LOST
333,1,44.92,1,1,2,112,4,LOST
652,2,44.9,1,1,2,112,4,LOST
121,2,44.8,3,1,2,312,6,REGULARS
236,3,44.75,2,2,2,222,6,REGULARS
325,3,44.72,1,2,2,122,5,LOST
47,3,44.7,4,2,2,422,8,REGULARS
200,2,44.7,2,1,2,212,5,REGULARS
6,3,44.7,4,2,2,422,8,REGULARS
37,2,44.7,4,1,2,412,7,REGULARS
114,3,44.6,3,2,2,322,7,REGULARS
37,2,44.6,4,1,2,412,7,REGULARS
167,2,44.5,2,1,2,212,5,REGULARS
150,2,44.4,2,1,2,212,5,REGULARS
339,3,44.4,1,2,2,122,5,LOST
372,3,44.35,1,2,2,122,5,LOST
97,4,44.32,3,3,2,332,8,REGULARS
347,3,44.3,1,2,2,122,5,LOST
145,4,44.2,2,3,2,232,7,REGULARS
148,2,44.2,2,1,2,212,5,REGULARS
271,3,44.2,2,2,2,222,6,REGULARS
337,4,44.2,1,3,2,132,6,LOST
211,4,44.2,2,3,2,232,7,REGULARS
491,3,44.15,1,2,2,122,5,LOST
307,3,44.12,1,2,2,122,5,LOST
0,2,44.09,4,1,2,412,7,REGULARS
379,3,44.0,1,2,2,122,5,LOST
7,2,43.95,4,1,2,412,7,REGULARS
139,5,43.9,3,4,2,342,9,LOYAL
93,3,43.9,3,2,2,322,7,REGULARS
70,4,43.9,3,3,2,332,8,REGULARS
588,3,43.9,1,2,2,122,5,LOST
454,3,43.85,1,2,2,122,5,LOST
186,4,43.84,2,3,2,232,7,REGULARS
27,4,43.8,4,3,1,431,8,REGULARS
545,2,43.8,1,1,1,111,3,LOST
162,2,43.8,2,1,1,211,4,REGULARS
405,3,43.76,1,2,1,121,4,LOST
433,3,43.75,1,2,1,121,4,LOST
137,3,43.7,3,2,1,321,6,REGULARS
285,3,43.6,1,2,1,121,4,LOST
273,3,43.6,2,2,1,221,5,REGULARS
371,3,43.56,1,2,1,121,4,LOST
15,2,43.52,4,1,1,411,6,NEW
285,3,43.5,1,2,1,121,4,LOST
207,4,43.5,2,3,1,231,6,REGULARS
197,2,43.5,2,1,1,211,4,REGULARS
248,4,43.45,2,3,1,231,6,REGULARS
102,4,43.4,3,3,1,331,7,REGULARS
173,3,43.37,2,2,1,221,5,REGULARS
49,5,43.35,4,4,1,441,9,LOYAL
42,6,43.35,4,4,1,441,9,LOYAL
158,2,43.24,2,1,1,211,4,REGULARS
456,4,43.22,1,3,1,131,5,LOST
156,3,43.2,2,2,1,221,5,REGULARS
181,2,43.2,2,1,1,211,4,REGULARS
332,3,43.2,1,2,1,121,4,LOST
156,3,43.1,2,2,1,221,5,REGULARS
92,3,43.0,3,2,1,321,6,REGULARS
5,4,43.0,4,3,1,431,8,REGULARS
482,3,42.85,1,2,1,121,4,LOST
142,3,42.84,2,2,1,221,5,REGULARS
485,5,42.8,1,4,1,141,6,LOYAL
2,2,42.8,4,1,1,411,6,NEW
133,3,42.62,3,2,1,321,6,REGULARS
711,1,42.6,1,1,1,111,3,LOST
114,4,42.6,3,3,1,331,7,REGULARS
270,3,42.6,2,2,1,221,5,REGULARS
366,4,42.42,1,3,1,131,5,LOST
258,2,42.4,2,1,1,211,4,REGULARS
316,2,42.4,1,1,1,111,3,LOST
25,4,42.35,4,3,1,431,8,REGULARS
218,3,42.3,2,2,1,221,5,REGULARS
204,3,42.3,2,2,1,221,5,REGULARS
